OccurrenceID,GUID,Herbarium,Accession,Family,Accepted Name,Specimen Notes,Phenology,Collector,Day Collected,Month Collected,Year Collected,State or Province,County,Locality,Site Description,Verbatim Coordinates,Decimal Latitude,Decimal Longitude,Valid LatLng,Geodetic Datum,Coordinate Uncertainty in Meters,Georeferenced By,Georeference Sources,Georeference Remarks
174101,33021ee8-3117-4b03-b244-a668ccf23f8a,WTU,376385,Primulaceae,Douglasia nivalis,,Flowers,Pam Camp,22,6,1997,Washington,Chelan,Chumstick Mountain.,"Subalpine; association with meadow with Sedum, lodgepole pine; shallow soil, rocky.",T25N R19E S22,47.650111,-120.450968,Y,WGS 84,500,Jim Duemmel,Digital Map,
968615,077ae0cc-527c-447c-b6f4-0063c180c862,ID,112787,Primulaceae,Douglasia nivalis,"Common mat-forming perennial, flowers dark pink.",Flowers and Fruits,A. C. Sondenaa,24,6,1996,Washington,Kittitas,Wenatche National Forest. North Fork Teanaway River Drainage. Approximately 1.25 miles east along Trail # 1399 from trailhead on Road #9737.,"Open gravelly talus slope with few plant species. Serpentine Soils, aspect NW, slope 40%. Associated species: Polystichum lemmonii and Thalaspi fendleri.",T22N R15E S2 SE,47.4262,-120.9239,Y,NAD 27,800,,TRS2LL,
166252,f37ff545-00c2-408c-a629-a8b9c3c5f1ad,WTU,327919,Primulaceae,Douglasia nivalis,Flowers pinkish-purple. [Located in teaching collection].,Flowers,M. Arnot,6,8,1993,Washington,Chelan,Chiwaukum Mountains.,"Near small snow field on southeast rocky slope. With Phyllodoce empetriformis, Cassiope mertensiana, Eriogonum pyrolifolium, Luzula hitchcockii, and Carex nigricans.",T26N R15E S24,47.737543,-120.919524,Y,WGS 84,1138,Jim Duemmel,Calc. from TRS,
1722932,c9ec8fc2-dfdf-43d3-9d4f-94fae9eb8dc2,WWB,22267,Primulaceae,Douglasia nivalis,,Flowers,Scott Grim,16,5,1992,Washington,Chelan,Chumstic Mountain.,"Exposed south slope, sandy, rocky soils. Associated with sagebrush and other plants, full exposure.",,,,,,,,,
968613,c999327f-6bf6-4735-bbe7-c7778fd6b8b8,ID,99703,Primulaceae,Douglasia nivalis,"Occasional, matted, flowers past.",Flowers and Fruits,Barbara Ertter,9,7,1986,Washington,Kittitas,"Wenatchee Mts. ca 25 airmiles N of Ellensburg, ca 1/2 mi N of Haney Meadow on Tronsen Ridge Trail.","Edge of NW facing bare conglomerate bluff, shallow soil near and on outcrops.",,,,,,,,,
4292314,{365BE723-5A01-4714-A8B6-8010476D773B},OSC,,Primulaceae,Douglasia nivalis,Https://oregonflora.org/collections/individual/index.php?occid=1055292.,,Christine C. Johnson,18,5,1986,Washington,Kittitas,Gate just before Poeh Point Lookout; about 3 airmiles directly S of Cle Elum.,"Rocky opening near forest with mixed [conifers]; 35-40% slope; S aspect; skeletal loam soil. Pseudotsuga menziesii, Pinus ponderosa, Larix occidentalis, Phlox diffusa, Penstemon fruticosus, Balsamorhiza sagittata",,47.23993,-120.952786,Y,NAD83,,[automated process-OregonFlora/OSU Herb],"OrlookId: 122868, StateProvince: Washington, County: Kittitas, LocName: 20N 15E 10",OregonFlora 1994-2020 methodology.
118569,e43ea204-f439-4749-8c37-3bcf2d05826a,WTU,312864,Primulaceae,Douglasia nivalis,2n=36.,Flowers,Nicole Galland,19,6,1985,Washington,Chelan,"Wenatchee National Forest, Entiat Mountains, Point 7811, 1.5 miles north northeast of Carne Mountain, pass on tail 1509, 150 feet below the summit.",Dwarf graminoid vegetation.,,48.107363,-120.794111,Y,WGS 84,800,Jim Duemmel,Digital Map,
118591,d8b04ca5-8988-40a9-9a8f-06660a012bbf,WTU,312863,Primulaceae,Douglasia nivalis,,Flowers,Nicole Galland,15,7,1984,Washington,Chelan,"Wenatchee National Forest, Entiat Mountains, Carne Mountain.",Pass south of the summit crossed by trail 1508; dwarf graminoid vegetation.,,48.08806,-120.80278,Y,WGS84,2000,WTU Staff,GeoLocate,
4154239,36dabc02-6dda-4637-855a-1aeae61b68fb,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30940944.,,Stan Sellers,16,5,1984,Washington,Kittitas,Forest Service road. Peo Point lookout. Open rocky area overlooking Cle Elum.,Open rocky area.,,,,,,,,,
4127020,2e86c0e3-9f81-4c4e-9d62-e4336c867eb8,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30913057.,flowering and fruiting,Bruce H. Barritt,24,3,1982,Washington,Chelan,Chumstick Ridge above Cashmere.,,,47.68833,-120.63806,Y,,,,,
13937,47b9d0c3-640a-44e6-9a6e-2264fb01356b,WTU,280661,Primulaceae,Douglasia nivalis,"Uncommon on south facing slope in loose rocky soil. With Pinus albicaulis, and Abies lasiocarpa; flowers magenta, leaves greyish.",Flowers,Bonnie Tucker,19,7,1980,Washington,Kittitas,2 miles from trail head along Ingalls Lake trail; Wenatchee National Forest.,,T23N R15E S26,47.4548,-120.9355,Y,NAD 27,805,Ben Legler,TRS2LL,
119029,30adc28e-740a-4fa1-bf93-9d49ec85d7df,WTU,281663,Primulaceae,Douglasia nivalis,,Fruits,Patrick Elvander,27,7,1980,Washington,Kittitas,"Wenatchee Mountains; just northeast of DeRoux horse camp along the north Fork Teanaway River, about 48 km north of Cle Elum.","Steep west slope, serpentine periodotite talus with Eriogonum pyrolifolium, Pellea glabella, Poa curtifolia.",,47.41766,-120.93666,Y,WGS 84,500,Jim Duemmel,Digital Map,
4126865,be524fda-7fa1-44ab-b298-fe72acc0b329,WS,,Primulaceae,Douglasia nivalis,Flowers magenta. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30912901.,flowering and fruiting,Ralph Naas,10,5,1979,Washington,Ferry,"6 miles w of summit or 8.5 miles west of intersection, Hwy 8 #21, and road between Elmer City and Keller.","Gravelly, sandy road.",,48.078817,-118.81387,Y,,,,,
968621,e77a9fd6-072b-426d-b581-620ee7fe9004,ID,71041,Primulaceae,Douglasia nivalis,Mat forming.,Flowers and Fruits,E. Coombs,1,7,1978,Washington,Kittitas,Just below Long's Pass Trail (North Fork Teananway Creek).,Serpentine grovel on West facing slope. Soil wet with Achillea millefolium and Lomatium sp. Pinus flexilis and Abies lasiocarpa present as krummholz.,,,,,,,,,
1722931,c3c8df00-9fbf-4c8b-9cc2-583e9464b363,WWB,18557,Primulaceae,Douglasia nivalis,,Flowers,R. Naas,19,7,1974,Washington,Chelan,"Twisp, 17 1/2 miles WSW, Tuckaway Lake area. ","Common perennial on steep scree slope, easterly aspect. ",,,,,,,,,
806775,RBCM:Botany:V136188,V,,Primulaceae,Douglasia nivalis,Conservation Status:CDC: Not Listed.,,George Douglas,25,7,1972,Washington,,Hoodoo Peak; Twisp: ca 15.5 miles SSW of Twisp.,,,,,,,,,,
13938,19f3d4e9-4a37-41ff-9514-3ad681f091b8,WTU,321776,Primulaceae,Douglasia nivalis,Associated species: Phlox. Flowers magenta-purple.,Flowers,Ralph Naas,13,7,1971,Washington,Chelan,"Old Maid Mountain, summit.","Rock and loose sandy loam, south exposure.",,48.179297,-120.39853,Y,WGS 84,200,Jim Duemmel,Digital Map,
118567,66940574-19b2-4cb9-839e-1b34f5e0d942,WTU,321777,Primulaceae,Douglasia nivalis,Flowers magenta-purple.,Flowers,R. Naas,15,7,1971,Washington,Chelan,"Star Mountain Ridge, North Cascades.","Broken rock and soil, very sparse vegetation.",,48.250556,-120.428333,Y,,1500,Joseph Stormer,,
1722933,cfa6cd34-46d7-4492-97f1-2e15726e205f,WWB,14541,Primulaceae,Douglasia nivalis,,Flowers,G. W. Douglas,23,8,1971,Washington,Chelan,"North Navarre Pk., ca. 20 mi. NW of Chelan. ",Aspect W. ,,,,,,,,,
118625,51b03af0-9e34-4d9a-92cc-8dcb5a086ab8,WTU,218451,Primulaceae,Douglasia nivalis,,Flowers,C. L. Hitchcock,23,5,1964,Washington,Chelan,"Above Swakane Creek, 5 miles east of divide to Nahalum Creek.","Steep rocky hillside, northern exposure.",,47.550679,-120.343933,Y,WGS 84,3000,Jim Duemmel,Digital Map,
2707654,4648318a-cd82-4d11-abf1-64db39665b24,IDS,2015.001,Primulaceae,Douglasia nivalis,,Flowers,Ray J. Davis,16,6,1963,Washington,Chelan,"Wenatchee Mts., Ingall's Peak.",,,,,,,,,,
118589,e749ebab-936e-4b6a-a590-1464a1808c35,WTU,216494,Primulaceae,Douglasia nivalis,,Flowers,A. R. Kruckeberg,10,7,1960,Washington,Kittitas,"Between Standup and Bean Creeks, surmounted by Earl Peak; North Fork Teanaway River drainage.",High ridge; on serpentine-peridotite parent material.,,47.405199,-120.847264,Y,WGS 84,1000,Jim Duemmel,Digital Map,
118629,9934dc3a-53b3-4745-816e-32f52ace341f,WTU,216541,Primulaceae,Douglasia nivalis,"Deep violet-purple, lvs. essentially entire, stellate pubescent.",Flowers,A. R. Kruckeberg,10,6,1960,Washington,Kittitas,"Camp Creek mining road turnoff, 1/8 mi. below Camp Creek. Upper Cle Elum River Valley.","Rocky flats of predominantly peridotite alluvium. Fairly open stand of lodgepole pine with Douglas fir, (scattered and stunted), some few individuals of subalpine fir, some few individuals of subalpine fir, yew, Juniperus communis; Vaccinium deliciosum, Sorbus occidentalis Chimaphila umbellata. Forbs: Fragaria virginica, Achillea lanulosa, Arenaria lateriflora, Phlox diffusa, Douglasia nivalis, Thlaspi alpestre, Castilleja elmeri?, Senecio pauperculus.",,47.45579,-121.048406,Y,WGS 84,200,Jim Duemmel,Digital Map,
119025,e0818b23-612a-4a63-960f-1638cc527ef4,WTU,216542,Primulaceae,Douglasia nivalis,,Flowers,A. R. Kruckeberg,23,6,1960,Washington,Kittitas,Steep south facing open slope along trail to Koppen Peak via Johnson Creek. Slope extends to ridge overlooking N. fork Teanaway river. Near summit of talus along Koppen Mtn. Ridge.,"Sandstone parent material supporting open herb and shrub cover, esp. Archtostaphylos nevadensis and Pachystima. On open talus slope.",T22N R15E S14 SW 1/4,47.3974,-120.9239,Y,NAD 27,805,Ben Legler,TRS2LL,
119026,9e8e37d0-e549-403c-8b7d-71cc2525790a,WTU,216492,Primulaceae,Douglasia nivalis,"Deep reddish violet, lvs. entire, with stellate pubescence.",Flowers,A. R. Kruckeberg,9,7,1960,Washington,Kittitas,"Just east of wooded ridge connecting Hakwins Mountain and Esmerelda Peaks, along De Roux-Boulder Creek trail, 200 yards east of and below Fortune Creek drainage.",Edge of raw serpentine outcrop.,,47.47759,-121.043977,Y,WGS 84,5000,WTU Staff,GeoLocate,
118542,e5e8b422-c5c9-4910-ad1b-916d254b7e3f,WTU,180216,Primulaceae,Douglasia nivalis,"Corollas deep, reddish purple.",Flowers,C. L. Hitchcock,13,7,1954,Washington,Kittitas,0.5 mile east of Fish Lake.,Gravel benches.,,47.5245,-121.07345,Y,WGS 84,2000,WTU Staff,GeoLocate,
119028,50589555-a29a-4e62-af8f-61f0b2aedb77,WTU,168028,Primulaceae,Douglasia nivalis,,Flowers,C. L. Hitchcock,14,7,1954,Washington,Kittitas,"Circa 1/2 mile northwest of Mission Peak, Wenatchee Mountains.",Near melting snow.,,47.289339,-120.44994,Y,WGS 84,500,Jim Duemmel,Digital Map,
118566,28c763b4-46b4-47d9-907c-be61ed891efc,WTU,156796,Primulaceae,Douglasia nivalis,,Flowers,A. R. Kruckeberg,24,6,1952,Washington,Kittitas,"About 1 mile below Scatter Creek, upper Cle Elum River.","On raw decomposing serpentine talus with scattered Tsuga Mertensiana-Douglas fir. Steep, open slope above unnamed Creek.",,47.482495,-121.044727,Y,WGS 84,1000,Jim Duemmel,Digital Map,
4073376,9ca370fe-eb39-47b4-b5a7-3e9fa5d21899,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858172.,flowering and fruiting,M.C. Huntley,25,4,1952,Washington,Kittitas,"7 miles E of Cle Elum, along RR track.",Gravelly soil.,,47.195463,-120.788936,Y,,,,,
118615,6a236755-036a-457b-a604-07603cd09e39,WTU,144847,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,,8,1951,Washington,Chelan,"High ridge between Fourth and Hardscrabble Creeks, Wenatchee Mountains.",In rocky scree below the toothlike projection on.,,47.429451,-120.857094,Y,WGS 84,1000,Jim Duemmel,Digital Map,
118635,1a86d9e1-4d66-478d-9ce8-9b9c18d27176,WTU,184119,Primulaceae,Douglasia nivalis,,Fruits,H. D. Ripley,22,6,1951,Washington,Chelan,"Swakane Canyon, about 3 miles above confluence with Columbia River.",Loose gravelly soil of steep N. -facing grassy slopes among scattered yellow pines.,,47.570658,-120.341347,Y,WGS 84,2000,Jim Duemmel,Digital Map,
118492,ed73ae3d-0713-41ed-a9ed-5a581a8d6138,WTU,149791,Primulaceae,Douglasia nivalis,,Flowers,A. R. Kruckeberg,8,8,1950,Washington,Kittitas,Teanaway-Turnpike Basin Trail.,Dry exposed serpentine ridge.,,47.422105,-120.8992,Y,WGS 84,2700,Jim Duemmel,Digital Map,
118634,2d1b07e3-74f7-461f-a1c3-ba6fb65a9342,WTU,149792,Primulaceae,Douglasia nivalis,,Flowers,A. R. Kruckeberg,5,8,1950,Washington,Kittitas,"Beverly Creek-Iron Peak Trail, along ridge of peridotite outcropping, north Fork Teanaway River Basin.",Summit.,,47.40058,-120.883111,Y,WGS 84,2000,Jim Duemmel,Digital Map,
119027,6cc89402-9293-4953-a8c1-5d00b355d03d,WTU,169277,Primulaceae,Douglasia nivalis,,Flowers,C. L. Hitchcock,25,6,1949,Washington,Kittitas,"Near top of divide between Johnson Creek and Jungle Creek, ca. [circa] 12 miles due north of Cle Elum.",Rocky open slope.,,47.362029,-120.915235,Y,WGS 84,2000,Jim Duemmel,Digital Map,
119017,24970ff5-c02e-4dbc-acf5-b3eabc409ae0,WTU,125534,Primulaceae,Douglasia nivalis,Corollas bright red.,Flowers,C. L. Hitchcock,15,6,1948,Washington,Chelan,"12 miles north of Cashmere, near top on east side of Chumstick Mountain; Wenatchee Mountains.",Among sagebrush in deep sandy loam.,,47.65006,-120.44995,Y,WGS84,500,WTU Staff,Georeferenced,
4073316,a22c0de9-c15b-49c7-a86b-5e3ae72b3f8e,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858112.,flowering and fruiting,Wm. A. Long,9,7,1947,Washington,Chelan,East side of Rat Creek Valley.,Dry sandy soil on exposed ledges.,,47.54833,-120.75417,Y,,,,,
4073381,cc870d80-be49-4e37-bedd-a1a3065de505,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858177.,flowering and fruiting,George H. Ward,8,7,1946,Washington,Chelan,"South side of North Navarre, north side of Lake Chelan.",Steep mountain side.,,47.83444,-120.01139,Y,,,,,
118580,499783be-05e4-42f9-acba-ad0d02954f1d,WTU,75313,Primulaceae,Douglasia nivalis,Corolla brilliant magenta-purple.,Flowers,C. L. Hitchcock,6,7,1942,Washington,Kittitas,Ridge south of highest peak northeast of Fish lake; 30 miles nothwest of Cle Elum.,Crevices of serpentine rocks.,,47.539229,-121.054749,Y,WGS 84,2000,Jim Duemmel,Digital Map,
119030,66fee419-2234-453d-9668-03573cb465b0,WTU,76198,Primulaceae,Douglasia nivalis,,Flowers,C. L. Hitchcock,29,6,1942,Washington,Kittitas,"Fish Lake, 12 miles northeast of Salmon La Sac.",Open gravelly knoll.,,47.51513,-121.06729,Y,WGS 84,1000,WTU Staff,GeoLocate,
4118246,545628c5-6d13-4975-8aee-83d4d16e6f65,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904097.,flowering and fruiting,J. Howard Stephen,15,4,1940,Washington,Chelan,Peshastin.,,,47.57083,-120.60278,Y,,,,,
4118247,8808a977-0192-4dd4-8249-b4b21181ea4e,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904098.,flowering and fruiting,Kenneth F. Richardson,23,3,1939,Washington,Douglas,"At foot of Pine Canyon, Orondo.","Steep, rocky, north hillside.",,47.63667,-120.165,Y,,,,,
118522,a73f95ac-fde0-4d94-90d9-5f811ba6fa8b,WTU,292684,Primulaceae,Douglasia nivalis,,Flowers,Walter J. Eyerdam,23,5,1938,Washington,Kittitas,"Liberty, Swauk District.",Forming small tats on rocky ridge.,,47.25389,-120.66417,Y,WGS 84,10000,WTU Staff,GeoLocate,
118560,2f8423d9-c653-4126-b73f-27827de36523,WTU,45651,Primulaceae,Douglasia nivalis,,Flowers,C. L. Hitchcock,1,5,1938,Washington,Kittitas,East of Liberty.,Bare serpentine hills.,,47.25389,-120.66417,Y,WGS 84,10000,WTU Staff,GeoLocate,
118575,bffdbcdf-faca-41cf-bac7-0488f1aeee96,WTU,17644JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,14,5,1938,Washington,Kittitas,Near Liberty.,Sagebrush slopes.,,47.25389,-120.66417,Y,WGS 84,5000,WTU Staff,GeoLocate,
3535001,302e2811-e234-4421-96d8-7309a4fc3854,OLYM,OLYM-00097,Primulaceae,Douglasia nivalis,"DONIDE 1 plant w/leaves, flowers, roots Douglasia laevigata  Note: THIS IS A FIRST AND ONLY FOR THE PENINUSULA, VERY SIMILAR TO MATERIAL FROM WENATCHEE MTS. NMB; Det. BUG 3/12/2008",,FRED LEISSLER,,8,1938,Washington,,"BLUE MT., PORT ANGELES",ROCK SCREE,,,,,,,,,
4118204,d2248e4f-9737-4b27-a536-9e33c7e1a3a9,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904032.,flowering and fruiting,C.L. Hitchcock,1,5,1938,Washington,Kittitas,Bare serpentine hills east of Liberty.,,,47.25389,-120.66417,Y,,,,,
118531,7c2a8c05-8a52-4afd-ba8e-5e17b9ed3846,WTU,292661,Primulaceae,Douglasia nivalis,Range - In the Wenatchee; Region - Washington.,Flowers & Fruits,W. J. Eyerdam,4,7,1937,Washington,Chelan,"Mt. Ingalls, Mt. Stuart District.",On rocky ledges. Zone: Hudsonian.,,47.473451,-120.946478,Y,WGS84,1400,WTU Staff,Georeferenced,
4129912,78c6a31d-adc4-4b44-839e-721c087e9342,WS,,Primulaceae,Douglasia nivalis,Rare. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30916020.,flowering and fruiting,O.T. Edwards,8,5,1936,Washington,Chelan,"First Creek, tributary of Lake Chelan.","Rare on summit of rocky ridge, in open Pinus ponderosa forest. Associated taxa: Bunchgrass, Amelanchier and Pachystima.",,47.87583,-120.19528,Y,,,,,
118586,d170eaf0-57ee-44bb-9df1-fd054cfa1595,WTU,4102JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,11,5,1935,Washington,Kittitas,Near Liberty.,Open rocky ridge.,,47.25389,-120.66417,Y,WGS 84,5000,WTU Staff,GeoLocate,
13936,d483bcba-9d29-4837-817a-7577bd1dbd83,WTU,33639,Primulaceae,Douglasia nivalis,,Flowers,Stanley Anderson,17,4,1934,Washington,Douglas,Pine Canyon.,,,47.663256,-120.126182,Y,WGS 84,10000,WTU Staff,GeoLocate,
118498,65130c39-566b-41cf-a353-b07f818d5e66,WTU,4074JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,12,5,1934,Washington,Kittitas,Along Boulder Creek.,Rock slides.,,47.207938,-120.402164,Y,WGS 84,3000,Jim Duemmel,Digital Map,
118495,d0d29a31-0fec-4c5b-a3d7-8af75dfaacf7,WTU,27911,Primulaceae,Douglasia nivalis,,Flowers,G. E. Morrill,22,8,1933,Washington,Chelan,Ice Creek.,,,48.110235,-120.758525,Y,WGS 84,3000,Jim Duemmel,Digital Map,
118576,e975c5cf-cf9a-4c88-ae8c-32d9fd80087a,WTU,4008JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,20,7,1933,Washington,Kittitas,Head of Beverly Creek; Wenatchee Mountains.,High alpine ridges.,,47.423333,-120.898056,Y,NAD 27,2000,WTU Staff,Georeferenced,
4301228,{72379310-6D06-49FA-9ABA-F587EFD23D32},OSC,,Primulaceae,Douglasia nivalis,Https://oregonflora.org/collections/individual/index.php?occid=1065899.,,Peggy Easton,,,1933,Washington,Unknown,"Jolly Mt., Mt. Stuart area, Wenatchee N.F.",,,,,,,,,,
118547,9d1e5161-ef59-4a98-82e9-323f9cebfc45,WTU,4016JWT,Primulaceae,Douglasia nivalis,,Flowers,Clarence Seely,7,5,1932,Washington,Chelan,"Wentachee [Wenatchee] River tunnel #14, near Leavenworth.",Sandy slopes.,,47.59639,-120.66028,Y,WGS84,10000,WTU Staff,GeoLocate,
118574,6ad29507-6fe9-4626-9f44-ed9ab01e3578,WTU,4006JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,23,6,1932,Washington,Chelan,"Chumstick Mountain, Wenatchee Mountains.",Rocky open crest.,,47.65006,-120.44995,Y,WGS84,500,WTU Staff,Georeferenced,
118571,db75680a-c941-4060-9fde-8ca08f334e8d,WTU,4017JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,23,5,1931,Washington,Chelan,"Tumwater Mountain, Wenatchee Mountains.",Rocky open summit.,,47.613056,-120.694722,Y,NAD 27,2000,WTU Staff,Georeferenced,
118578,f554f590-da60-461d-abe3-30982ab380be,WTU,4013JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,16,5,1931,Washington,Kittitas,"Head of Beverly Creek ,Wenatchee Mountains.",Rocky southern slopes.,,47.397327,-120.881824,Y,WGS 84,2000,Jim Duemmel,Digital Map,
119024,d1587334-a941-4351-8401-7e2009908bb0,WTU,4014JWT,Primulaceae,Douglasia nivalis,,Flowers,J. William Thompson,13,6,1931,Washington,Chelan,"Near summit of Iron Mountain, Wenatchee Mountains.",Wet clay slopes.,,47.41198,-120.7154,Y,WGS 84,500,WTU Staff,GeoLocate,
118553,a5048249-1560-4b85-8958-5ce90fd172da,WTU,4022JWT,Primulaceae,Douglasia nivalis,,Flowers & Fruits,J. William Thompson,20,8,1930,Washington,Kittitas,"Head of Beverly Creek, Wenatchee Mountains.",Talus slopes.,,47.408597,-120.883025,Y,WGS 84,10000,Jim Duemmel,Digital Map,
118514,0411ed67-8dcc-48e5-ba66-693bb4a86d55,WTU,322077,Primulaceae,Douglasia nivalis,Rare; local; 2 in June," Aug. Type: 6W. Y. P. Forage value: 10W. Density: 0.01.""",,,22,6,U.S.A.,Washington,Chelan,Head of Mission Creek. Wenatchee forest.,,,47.30426,-120.42999,Y,WGS 84,5000,Jim Duemmel,Digital Map
118581,d3e4760b-bbfa-4da2-b4f1-5a6164dbeefb,WTU,322075,Primulaceae,Douglasia nivalis,Overgrazed; scarce; limited; low palatability; flowering during 5/20- 5/30.,Flowers,R. E. Nickles,26,5,1927,Washington,Chelan,Wenatchee Forest.,Moderate south slope; rocky shallow sandy loam soil; timber driveway; associated with Lupine pine grass.,T26N R18E S36 SE 1/4 SE 1/4,47.702955,-120.525337,Y,WGS 84,1609,Jim Duemmel,Digital Map,
3271452,6258e0bd-e8af-4ef9-8b7d-640988dbd7d5,EWU,7661,Primulaceae,Douglasia nivalis,"Local distribution. Rare. Low forage value. Usual size: 2"",Flowers""",Native,1017,6,1927,,Chelan,Wenatchee National Forest. Head of Mission Creek.,"Dry sandy soil. 6 W.Y.P., wd. type. With Agropyron, Balsam root, wds. ",4000 ft.,47.305977,-120.457246,Y,WGS 84,1000,Robert F. Steinauer,Digital Map,,
118584,bfd8b4e8-043e-479d-bff6-7433d201fea8,WTU,322076,Primulaceae,Douglasia nivalis,Flowering period: May.,Flowers,John S. Brender,20,5,1926,Washington,Chelan,"Wenatchee Forest, head of south fork Roaring Creek.",Slope: 20% SE. Soil: Sandy Loam. Scattered. Type: YP-DF.,,47.734914,-120.86182,Y,WGS 84,1500,Jim Duemmel,Digital Map,
4118196,064985d8-dedc-4190-8c16-bfe17383284a,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30904024.,flowering and fruiting,H. St. John; G.N. Jones,10,4,1926,Washington,Ferry,"Bridge Creek, Stranger Creek Pass.",Rocky ledges.,,48.29306,-118.18111,Y,,,,,
118505,82952a69-48b0-4a58-8137-9ec8e7ae4957,WTU,42846,Primulaceae,Douglasia nivalis,,Flowers & Fruits,St. John,22,7,1925,Washington,,West Stuart Pass.,Peridotite ledges in thin soils.,,47.4767,-120.92599,Y,,2000,Jim Duemmel,,
118601,2c9ad5a1-6752-478b-b588-bc5e99cbcbb5,WTU,322078,Primulaceae,Douglasia nivalis,Only one specimen found not observed elsewhere.,Fertile,D. C. Ingram,11,5,1925,Washington,Chelan,"Wenatchee Forest, Beehive-Cashmere trail.","Loose sandy, slope steep, granite loeam. Open grass, assoc. Stipa,__ and 1954- 1964, full sunlight.",,47.334401,-120.407246,Y,WGS 84,50000,Dan Post,Digital Map,
4126848,975d859e-bca8-4d40-b9ff-d098eff7b1c2,WS,,Primulaceae,Douglasia nivalis,Flower deep magenta. Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30912884.,flowering and fruiting,H. St. John,23,8,1925,Washington,Chelan,"Ingalls Peak, W pass.","On peridotite ledges, in thin soil.",,47.47361,-120.94528,Y,,,,,
118595,0883763e-ee53-4677-b2f7-d708c0a443e5,WTU,322074,Primulaceae,Douglasia nivalis,"Flowering period: June, July.",Flowers,Frank B. Lenzie,29,7,1919,Washington,,Near Jolly Mountain Lookout Station. Wenatchee Forest.,"Dry decomposed. Carex, Mt. Bunch grass, Veronica, Casaiope.",,47.383708,-121.020415,Y,WGS 84,1000,Jim Duemmel,Digital Map,
4272749,{1F33455E-FF28-483C-84EF-3A729C02D96B},OSC,,Primulaceae,Douglasia nivalis,Https://oregonflora.org/collections/individual/index.php?occid=1032421.,,M. L. Merritt,10,8,1916,Washington,[Chelan],Wenatchee National Forest; Mt. Stuart.,Dry rocky soil.,,,,,,,,,
4324847,{58FE286C-ABD0-4817-AD95-6D7730652955},OSC,,Primulaceae,Douglasia nivalis,Https://oregonflora.org/collections/individual/index.php?occid=1095543.,,Kirk Whited,2,4,1899,Washington,Unknown,Wenatchee.,"Sandy, foothills.",,,,,,,,,
4073378,25f9df93-2b55-4c63-b1e1-9d8c3b3e3fd6,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858174.,flowering and fruiting,A.D.E. Elmer,,7,1898,Washington,Kittitas,"Mt. Stuart, Cascades.",,,,,,,,,,
4225957,{B45DBFB3-2DD9-4A9C-85D3-6F23594A7FAE},OSC,,Primulaceae,Douglasia nivalis,Https://oregonflora.org/collections/individual/index.php?occid=977845.,,Kirk Whited,27,7,1898,Washington,[Kittitas],Head of Teanaway.,Dry sandy or rocky.,,,,,,,,,
4073315,12d49142-3d58-49a5-b9ef-b7daa633eecb,WS,,Primulaceae,Douglasia nivalis,Https://intermountainbiota.org/portal/collections/individual/index.php?occid=30858111.,flowering and fruiting,Kirk Whited,,,1896,Washington,Chelan,Higli Mountains near Wenatchee.,,,47.42361,-120.30917,Y,,,,,
118484,9937f35d-8846-4680-b6d3-76c592b576dd,WTU,116007,Primulaceae,Douglasia nivalis,,Fruits,J. H. Sandberg,23,7,1893,Washington,Chelan,Slopes of Mt. Stuart.,,,47.475118,-120.903144,Y,WGS 84,2500,Dan Post,GeoLocate,
107955,fdd404bd-52e9-4c85-ae3c-b7850a558882,WTU,13931,Primulaceae,Douglasia nivalis,,Flowers & Fruits,Louis F. Henderson,11,6,1892,Washington,Kittitas,Yakima River; Clealum [Cle Elum].,Rocky bed of overflow in winter from the river.,,47.19058,-120.9398,Y,WGS 84,10000,WTU Staff,GeoLocate,
